carat,cut,color,clarity,depth,table,price,x,y,z,price_per_carat,high_price,price_per_carat_with taxes
0.64,Very Good,F,SI1,61.2,58.0,1725,5.54,5.6,3.41,2695.31,0,3503.9030000000002
0.57,Ideal,G,VS2,61.0,55.0,1725,5.38,5.4,3.29,3026.32,0,3934.2160000000003
0.54,Ideal,D,VS2,61.2,56.0,1725,5.24,5.28,3.22,3194.44,0,4152.772
0.57,Ideal,H,VS2,61.7,55.0,1725,5.37,5.34,3.3,3026.32,0,3934.2160000000003
0.61,Very Good,E,SI1,63.3,60.0,1726,5.36,5.29,3.37,2829.51,0,3678.3630000000003
0.57,Very Good,H,VVS2,60.2,56.0,1726,5.41,5.44,3.27,3028.07,0,3936.4910000000004
0.57,Very Good,H,VVS2,62.2,56.0,1726,5.32,5.35,3.31,3028.07,0,3936.4910000000004
0.54,Very Good,E,VS2,61.5,59.0,1726,5.21,5.23,3.21,3196.3,0,4155.1900000000005
0.54,Ideal,G,VS1,61.7,57.0,1726,5.23,5.25,3.23,3196.3,0,4155.1900000000005
0.52,Ideal,E,VS1,61.3,56.0,1726,5.18,5.22,3.19,3319.23,0,4314.999
0.53,Very Good,G,VS1,63.2,55.0,1727,5.15,5.13,3.25,3258.49,0,4236.037
0.53,Ideal,G,VS1,61.7,55.0,1727,5.22,5.18,3.21,3258.49,0,4236.037
0.53,Ideal,G,VS1,61.6,57.0,1727,5.24,5.21,3.22,3258.49,0,4236.037
0.53,Premium,G,VS1,63.0,58.0,1727,5.17,5.15,3.25,3258.49,0,4236.037
0.53,Premium,E,VS2,58.3,62.0,1727,5.31,5.26,3.08,3258.49,0,4236.037
0.53,Premium,E,VS2,61.4,55.0,1727,5.24,5.21,3.21,3258.49,0,4236.037
0.53,Ideal,E,VS2,61.0,57.0,1727,5.26,5.23,3.2,3258.49,0,4236.037
0.53,Ideal,E,VS2,62.0,55.0,1727,5.21,5.17,3.22,3258.49,0,4236.037
0.53,Good,E,VS2,63.7,55.0,1727,5.15,5.12,3.27,3258.49,0,4236.037
0.53,Ideal,E,VS2,62.5,57.0,1727,5.18,5.16,3.23,3258.49,0,4236.037
0.53,Very Good,G,VS1,63.4,56.0,1727,5.15,5.1,3.25,3258.49,0,4236.037
0.57,Ideal,E,VS2,61.6,56.0,1728,5.34,5.38,3.3,3031.58,0,3941.054
0.57,Ideal,E,VS2,60.8,56.0,1728,5.35,5.4,3.27,3031.58,0,3941.054
0.57,Ideal,E,VS2,60.4,57.0,1728,5.36,5.4,3.25,3031.58,0,3941.054
0.51,Ideal,F,VS1,61.7,55.0,1728,5.13,5.17,3.18,3388.24,0,4404.7119999999995
0.57,Ideal,G,VS2,61.8,57.0,1728,5.32,5.3,3.28,3031.58,0,3941.054
0.57,Ideal,I,VVS1,61.7,56.0,1728,5.35,5.31,3.29,3031.58,0,3941.054
0.57,Premium,I,VVS1,62.1,58.0,1728,5.32,5.25,3.28,3031.58,0,3941.054
0.57,Ideal,G,VS2,61.8,56.0,1728,5.35,5.3,3.29,3031.58,0,3941.054
0.57,Ideal,G,VS2,61.6,57.0,1728,5.36,5.32,3.29,3031.58,0,3941.054
0.57,Premium,G,VS2,59.7,59.0,1728,5.41,5.37,3.22,3031.58,0,3941.054
0.57,Premium,G,VS2,62.8,57.0,1728,5.28,5.23,3.3,3031.58,0,3941.054
0.57,Premium,G,VS2,62.6,55.0,1728,5.31,5.26,3.31,3031.58,0,3941.054
0.57,Premium,G,VS2,62.1,57.0,1728,5.3,5.27,3.28,3031.58,0,3941.054
0.57,Premium,E,SI1,60.3,57.0,1728,5.4,5.34,3.24,3031.58,0,3941.054
0.57,Ideal,E,SI1,62.1,56.0,1728,5.33,5.3,3.3,3031.58,0,3941.054
0.57,Ideal,E,SI1,61.9,56.0,1728,5.35,5.32,3.3,3031.58,0,3941.054
0.57,Ideal,E,SI1,61.8,57.0,1728,5.33,5.28,3.28,3031.58,0,3941.054
0.57,Premium,E,SI1,61.4,58.0,1728,5.34,5.28,3.26,3031.58,0,3941.054
0.57,Good,H,VS1,63.7,51.0,1728,5.36,5.29,3.39,3031.58,0,3941.054
0.55,Premium,D,SI1,61.7,59.0,1728,5.3,5.23,3.25,3141.82,0,4084.3660000000004
0.5,Very Good,G,VVS2,61.3,57.0,1729,5.12,5.15,3.15,3458.0,0,4495.400000000001
0.56,Ideal,F,VS2,62.3,55.0,1729,5.32,5.28,3.3,3087.5,0,4013.75
0.56,Ideal,D,SI1,62.5,56.0,1729,5.28,5.24,3.29,3087.5,0,4013.75
0.52,Ideal,H,SI1,62.0,55.0,1730,5.16,5.2,3.21,3326.92,0,4324.996
0.73,Premium,D,SI2,61.0,61.0,1730,5.81,5.74,3.52,2369.86,0,3080.818
0.53,Ideal,H,VS1,61.9,55.0,1731,5.18,5.21,3.22,3266.04,0,4245.852
0.5,Ideal,F,VS1,61.0,56.0,1731,5.14,5.15,3.14,3462.0,0,4500.6
0.5,Ideal,F,VS1,62.1,55.0,1731,5.08,5.12,3.17,3462.0,0,4500.6
0.57,Very Good,E,VS2,60.7,58.0,1732,5.37,5.33,3.25,3038.6,0,3950.18
0.54,Ideal,E,VS1,62.6,55.0,1732,5.2,5.22,3.26,3207.41,0,4169.633
0.51,Ideal,E,SI1,61.4,56.0,1732,5.14,5.16,3.16,3396.08,0,4414.904
0.51,Ideal,E,SI1,61.7,56.0,1732,5.13,5.17,3.18,3396.08,0,4414.904
0.52,Premium,I,VVS1,60.1,58.0,1733,5.26,5.23,3.15,3332.69,0,4332.497
0.51,Premium,E,VS2,61.4,56.0,1733,5.18,5.15,3.17,3398.04,0,4417.452
0.51,Ideal,E,VS2,62.8,56.0,1733,5.14,5.11,3.22,3398.04,0,4417.452
0.46,Ideal,G,IF,62.1,56.0,1733,4.96,4.93,3.07,3767.39,1,4897.607
0.64,Fair,E,SI1,59.5,64.0,1733,5.65,5.39,3.31,2707.81,0,3520.1530000000002
0.62,Very Good,H,VS2,61.8,57.0,1734,5.47,5.5,3.39,2796.77,0,3635.801
0.53,Good,D,VS2,63.4,55.0,1734,5.11,5.23,3.28,3271.7,0,4253.21
0.53,Premium,D,VS2,59.9,58.0,1734,5.26,5.29,3.16,3271.7,0,4253.21
0.7,Very Good,J,SI1,63.0,56.0,1735,5.61,5.66,3.55,2478.57,0,3222.1410000000005
0.7,Premium,J,SI1,61.3,59.0,1735,5.73,5.75,3.52,2478.57,0,3222.1410000000005
0.55,Premium,E,VS2,60.1,59.0,1735,5.36,5.29,3.2,3154.55,0,4100.915
0.52,Very Good,G,VS1,62.2,63.0,1736,5.22,5.13,3.22,3338.46,0,4339.9980000000005
0.7,Very Good,F,I1,63.2,61.0,1736,5.57,5.48,3.49,2480.0,0,3224.0
0.54,Ideal,G,SI1,61.9,55.0,1736,5.24,5.26,3.25,3214.81,0,4179.253
0.56,Good,E,VS2,61.4,62.0,1736,5.34,5.28,3.26,3100.0,0,4030.0
0.46,Ideal,E,VVS2,62.6,55.0,1736,4.95,4.92,3.09,3773.91,1,4906.083
0.46,Premium,F,VVS1,61.4,57.0,1736,4.99,4.95,3.05,3773.91,1,4906.083
0.63,Premium,F,SI1,60.9,56.0,1736,5.58,5.56,3.39,2755.56,0,3582.228
0.63,Premium,F,SI1,59.1,57.0,1736,5.64,5.6,3.32,2755.56,0,3582.228
0.5,Ideal,F,VS2,62.9,55.0,1736,5.12,5.08,3.21,3472.0,0,4513.6
0.5,Premium,F,VS2,61.4,59.0,1736,5.12,5.1,3.14,3472.0,0,4513.6
0.45,Premium,D,VVS1,61.5,55.0,1736,5.02,4.97,3.07,3857.78,1,5015.1140000000005
0.58,Ideal,D,SI1,61.1,57.0,1737,5.36,5.41,3.29,2994.83,0,3893.279
0.52,Ideal,G,VS2,61.3,56.0,1737,5.18,5.21,3.18,3340.38,0,4342.494000000001
0.57,Ideal,F,VS2,61.6,55.0,1737,5.35,5.37,3.3,3047.37,0,3961.581
0.64,Ideal,G,SI1,61.6,55.0,1737,5.55,5.59,3.43,2714.06,0,3528.2780000000002
0.52,Ideal,E,SI1,60.8,55.0,1737,5.2,5.24,3.18,3340.38,0,4342.494000000001
0.56,Fair,E,VS2,64.7,60.0,1737,5.13,5.14,3.32,3101.79,0,4032.327
0.5,Very Good,F,VS1,62.6,59.0,1738,5.03,5.06,3.16,3476.0,0,4518.8
0.6,Premium,E,SI1,61.9,58.0,1738,5.39,5.43,3.35,2896.67,0,3765.6710000000003
0.6,Ideal,E,SI1,61.5,56.0,1738,5.39,5.51,3.35,2896.67,0,3765.6710000000003
0.49,Good,D,VS1,57.5,60.0,1738,5.18,5.25,3.0,3546.94,1,4611.022
0.56,Ideal,F,VS2,60.0,57.0,1739,5.36,5.38,3.22,3105.36,0,4036.9680000000003
0.56,Ideal,F,VS2,62.2,55.0,1739,5.25,5.28,3.28,3105.36,0,4036.9680000000003
0.53,Ideal,E,VS2,61.3,55.0,1739,5.22,5.25,3.21,3281.13,0,4265.469
0.53,Ideal,E,VS2,62.0,56.0,1739,5.16,5.2,3.21,3281.13,0,4265.469
0.52,Premium,E,VS1,59.2,59.0,1739,5.29,5.25,3.12,3344.23,0,4347.499
0.96,Fair,H,I1,64.3,59.0,1739,6.38,5.88,3.98,1811.46,0,2354.898
0.96,Fair,H,I1,69.2,56.0,1739,5.97,5.83,4.08,1811.46,0,2354.898
0.51,Ideal,D,VS2,61.0,57.0,1740,5.15,5.18,3.15,3411.76,0,4435.2880000000005
0.53,Ideal,F,VS1,61.6,55.0,1740,5.24,5.21,3.22,3283.02,0,4267.926
0.71,Premium,G,SI2,62.0,59.0,1740,5.69,5.65,3.52,2450.7,0,3185.91
0.71,Very Good,G,SI2,63.4,56.0,1740,5.71,5.6,3.59,2450.7,0,3185.91
0.57,Very Good,F,VS1,63.2,56.0,1741,5.27,5.31,3.34,3054.39,0,3970.707
0.5,Ideal,G,VVS2,61.9,58.0,1741,5.06,5.09,3.14,3482.0,0,4526.6
0.51,Very Good,G,VS1,59.6,58.0,1741,5.21,5.22,3.11,3413.73,0,4437.849
0.55,Ideal,E,VS2,62.2,54.0,1741,5.29,5.26,3.28,3165.45,0,4115.085
0.55,Ideal,H,VVS1,60.5,57.0,1741,5.32,5.35,3.23,3165.45,0,4115.085
0.57,Good,F,VS1,58.3,61.0,1741,5.49,5.54,3.21,3054.39,0,3970.707
0.56,Very Good,E,VS1,58.6,57.0,1742,5.43,5.46,3.19,3110.71,0,4043.9230000000002
0.52,Ideal,E,VS1,61.7,56.0,1742,5.13,5.18,3.18,3350.0,0,4355.0
0.61,Ideal,I,VVS1,62.0,55.0,1742,5.46,5.49,3.39,2855.74,0,3712.462
0.59,Ideal,I,VVS1,61.0,55.0,1742,5.43,5.48,3.33,2952.54,0,3838.302
0.58,Ideal,E,SI1,60.1,55.0,1742,5.42,5.56,3.3,3003.45,0,3904.4849999999997
0.55,Very Good,G,VS1,62.8,57.0,1743,5.2,5.21,3.27,3169.09,0,4119.817
0.59,Ideal,D,SI1,61.6,57.0,1743,5.41,5.44,3.34,2954.24,0,3840.5119999999997
0.59,Very Good,D,SI1,62.8,57.0,1743,5.32,5.38,3.36,2954.24,0,3840.5119999999997
0.53,Ideal,H,VVS1,61.6,54.0,1743,5.2,5.25,3.22,3288.68,0,4275.284
0.53,Ideal,H,VVS1,62.4,54.0,1743,5.18,5.2,3.24,3288.68,0,4275.284
0.53,Ideal,E,VS2,60.7,57.0,1743,5.27,5.3,3.2,3288.68,0,4275.284
0.48,Good,D,VS1,59.3,58.0,1743,5.09,5.13,3.03,3631.25,1,4720.625
0.56,Ideal,I,VVS1,61.1,55.0,1743,5.35,5.33,3.26,3112.5,0,4046.25
0.59,Ideal,F,VS2,62.9,55.0,1743,5.39,5.32,3.37,2954.24,0,3840.5119999999997
0.56,Premium,I,VVS1,60.6,59.0,1743,5.33,5.29,3.22,3112.5,0,4046.25
0.52,Ideal,G,VS1,62.1,54.0,1743,5.17,5.14,3.2,3351.92,0,4357.496
0.52,Ideal,E,VS2,61.3,56.0,1743,5.21,5.17,3.18,3351.92,0,4357.496
0.52,Ideal,E,VS2,62.4,57.0,1743,5.14,5.12,3.2,3351.92,0,4357.496
0.52,Premium,E,VS2,62.8,55.0,1743,5.15,5.11,3.22,3351.92,0,4357.496
0.72,Ideal,F,SI2,62.0,57.0,1743,5.68,5.64,3.51,2420.83,0,3147.079
0.51,Very Good,H,VVS1,63.2,57.0,1744,5.06,5.1,3.21,3419.61,0,4445.493
0.55,Very Good,E,VS2,62.1,60.0,1744,5.19,5.24,3.24,3170.91,0,4122.183
0.51,Ideal,F,VS1,61.7,54.0,1744,5.14,5.17,3.18,3419.61,0,4445.493
0.51,Ideal,F,VS1,61.9,56.0,1744,5.11,5.17,3.18,3419.61,0,4445.493
0.51,Ideal,F,VS1,62.5,55.0,1744,5.08,5.13,3.19,3419.61,0,4445.493
0.51,Ideal,F,VS1,62.1,56.0,1744,5.13,5.15,3.19,3419.61,0,4445.493
0.51,Premium,F,VS1,61.4,58.0,1744,5.15,5.18,3.17,3419.61,0,4445.493
0.65,Good,I,VS1,61.1,61.7,1744,5.55,5.59,3.4,2683.08,0,3488.004
0.73,Premium,I,SI2,59.2,58.0,1744,5.9,5.85,3.47,2389.04,0,3105.752
0.56,Ideal,H,VVS2,62.1,57.0,1745,5.26,5.3,3.27,3116.07,0,4050.8910000000005
0.54,Very Good,F,VS2,63.0,56.8,1745,5.18,5.22,3.28,3231.48,0,4200.924
0.54,Good,F,VS2,64.2,53.8,1745,5.12,5.19,3.31,3231.48,0,4200.924
0.41,Ideal,E,VVS1,61.1,56.0,1745,4.8,4.82,2.94,4256.1,1,5532.93
0.54,Ideal,G,VS1,62.0,53.9,1745,5.22,5.24,3.24,3231.48,0,4200.924
0.54,Ideal,G,VS1,62.1,55.1,1745,5.2,5.23,3.23,3231.48,0,4200.924
0.5,Ideal,E,VS1,62.7,57.0,1745,5.04,5.11,3.18,3490.0,0,4537.0
0.56,Ideal,D,SI1,61.9,56.0,1745,5.24,5.29,3.26,3116.07,0,4050.8910000000005
0.57,Premium,F,SI2,62.1,59.0,1746,5.33,5.29,3.3,3063.16,0,3982.1079999999997
0.57,Premium,F,SI2,60.7,59.0,1746,5.38,5.33,3.25,3063.16,0,3982.1079999999997
0.56,Very Good,D,SI1,63.0,58.0,1746,5.21,5.24,3.29,3117.86,0,4053.2180000000003
0.5,Premium,E,VS2,61.3,59.0,1746,5.1,5.05,3.11,3492.0,0,4539.6
0.5,Ideal,G,VS1,62.0,55.0,1746,5.11,5.05,3.15,3492.0,0,4539.6
0.5,Premium,G,VS1,59.8,58.0,1746,5.19,5.15,3.09,3492.0,0,4539.6
0.55,Premium,F,VS2,62.5,56.0,1746,5.27,5.23,3.28,3174.55,0,4126.915
0.5,Premium,G,VS1,60.7,60.0,1746,5.12,5.09,3.1,3492.0,0,4539.6
0.5,Premium,G,VS1,61.0,59.0,1746,5.14,5.09,3.12,3492.0,0,4539.6
0.5,Premium,G,VS1,60.9,58.0,1746,5.23,5.09,3.14,3492.0,0,4539.6
0.5,Premium,G,VS1,59.7,60.0,1746,5.14,5.11,3.06,3492.0,0,4539.6
0.5,Premium,G,VS1,59.4,60.0,1746,5.17,5.13,3.06,3492.0,0,4539.6
0.5,Premium,G,VS1,62.5,60.0,1746,5.08,5.06,3.17,3492.0,0,4539.6
0.5,Premium,G,VS1,62.1,55.0,1746,5.22,5.06,3.19,3492.0,0,4539.6
0.5,Ideal,G,VS1,62.3,55.0,1746,5.11,5.07,3.17,3492.0,0,4539.6
0.5,Premium,G,VS1,62.5,58.0,1746,5.11,5.07,3.18,3492.0,0,4539.6
0.5,Ideal,E,VS2,61.3,57.0,1746,5.15,5.13,3.15,3492.0,0,4539.6
0.5,Ideal,E,VS2,62.1,54.0,1746,5.13,5.11,3.18,3492.0,0,4539.6
0.5,Ideal,E,VS2,61.5,57.0,1746,5.14,5.11,3.15,3492.0,0,4539.6
0.5,Ideal,E,VS2,60.0,57.0,1746,5.15,5.12,3.08,3492.0,0,4539.6
0.5,Ideal,E,VS2,61.6,55.0,1746,5.14,5.09,3.15,3492.0,0,4539.6
0.5,Premium,E,VS2,61.1,61.0,1746,5.13,5.11,3.13,3492.0,0,4539.6
0.5,Premium,E,VS2,61.4,59.0,1746,5.13,5.09,3.14,3492.0,0,4539.6
0.5,Ideal,E,VS2,61.4,57.0,1746,5.11,5.08,3.13,3492.0,0,4539.6
0.5,Ideal,E,VS2,62.2,54.0,1746,5.11,5.08,3.17,3492.0,0,4539.6
0.5,Ideal,E,VS2,62.6,54.0,1746,5.11,5.08,3.19,3492.0,0,4539.6
0.5,Premium,E,VS2,61.5,56.0,1746,5.11,5.07,3.13,3492.0,0,4539.6
0.5,Premium,E,VS2,61.4,58.0,1746,5.12,5.07,3.13,3492.0,0,4539.6
0.5,Premium,E,VS2,61.3,60.0,1746,5.11,5.07,3.12,3492.0,0,4539.6
0.5,Premium,E,VS2,62.7,54.0,1746,5.1,5.07,3.19,3492.0,0,4539.6
0.5,Premium,E,VS2,61.3,58.0,1746,5.12,5.06,3.12,3492.0,0,4539.6
0.5,Premium,E,VS2,61.8,58.0,1746,5.09,5.07,3.14,3492.0,0,4539.6
0.5,Ideal,E,VS2,62.2,55.0,1746,5.09,5.07,3.16,3492.0,0,4539.6
0.5,Ideal,E,VS2,61.8,55.0,1746,5.11,5.06,3.14,3492.0,0,4539.6
0.5,Premium,E,VS2,62.3,60.0,1746,5.09,5.05,3.16,3492.0,0,4539.6
0.5,Premium,E,VS2,61.8,58.0,1746,5.11,5.05,3.14,3492.0,0,4539.6
0.5,Ideal,E,VS2,62.8,57.0,1746,5.12,5.04,3.19,3492.0,0,4539.6
0.6,Ideal,G,VS2,62.1,57.0,1746,5.43,5.36,3.35,2910.0,0,3783.0
0.57,Premium,G,VS1,60.5,58.0,1746,5.39,5.32,3.24,3063.16,0,3982.1079999999997
0.5,Premium,E,VS2,62.9,59.0,1746,5.09,5.06,3.19,3492.0,0,4539.6
0.5,Premium,G,VS1,62.2,59.0,1746,5.09,5.04,3.15,3492.0,0,4539.6
0.5,Ideal,I,VVS1,61.6,56.0,1747,5.1,5.13,3.15,3494.0,0,4542.2
0.56,Ideal,E,VS2,61.6,57.0,1747,5.32,5.3,3.27,3119.64,0,4055.532
0.57,Very Good,D,VS2,62.5,59.0,1748,5.28,5.32,3.31,3066.67,0,3986.6710000000003
0.52,Very Good,F,VS1,63.2,57.0,1748,5.09,5.1,3.22,3361.54,0,4370.002
0.59,Very Good,E,SI1,61.3,58.0,1748,5.41,5.45,3.33,2962.71,0,3851.523
0.65,Premium,F,SI1,61.4,57.8,1748,5.5,5.56,3.39,2689.23,0,3495.9990000000003
0.71,Good,I,VS2,64.0,59.0,1748,5.55,5.61,3.57,2461.97,0,3200.5609999999997
0.52,Ideal,H,VVS1,61.0,56.0,1748,5.17,5.21,3.17,3361.54,0,4370.002
0.7,Premium,H,SI2,61.3,61.0,1749,5.67,5.62,3.46,2498.57,0,3248.1410000000005
0.52,Ideal,H,VVS2,61.0,57.0,1749,5.16,5.2,3.16,3363.46,0,4372.4980000000005
0.52,Very Good,D,VS2,62.8,58.0,1749,5.11,5.14,3.22,3363.46,0,4372.4980000000005
0.52,Premium,D,VS2,62.4,58.0,1749,5.09,5.13,3.19,3363.46,0,4372.4980000000005
0.62,Ideal,E,SI1,61.5,57.0,1749,5.44,5.49,3.36,2820.97,0,3667.261
0.51,Premium,F,VS1,62.2,58.0,1749,5.14,5.12,3.19,3429.41,0,4458.233
0.5,Ideal,F,VS2,60.9,57.0,1749,5.14,5.16,3.14,3498.0,0,4547.400000000001
0.6,Ideal,E,SI1,61.4,58.0,1749,5.44,5.47,3.35,2915.0,0,3789.5
0.7,Fair,I,SI1,65.2,58.0,1749,5.6,5.56,3.64,2498.57,0,3248.1410000000005
0.51,Premium,F,VS1,60.0,58.0,1749,5.21,5.19,3.12,3429.41,0,4458.233
0.84,Good,F,I1,60.8,64.0,1749,6.05,6.03,3.67,2082.14,0,2706.782
0.68,Premium,G,SI1,61.9,60.0,1749,5.66,5.62,3.49,2572.06,0,3343.678
0.51,Premium,H,VVS2,60.8,61.0,1749,5.12,5.08,3.1,3429.41,0,4458.233
0.98,Fair,G,I1,68.0,63.0,1749,6.13,6.02,4.13,1784.69,0,2320.097
0.58,Very Good,D,VS2,61.0,58.0,1750,5.37,5.42,3.29,3017.24,0,3922.412
0.5,Very Good,D,VS1,62.0,56.0,1750,5.09,5.11,3.16,3500.0,0,4550.0
0.6,Very Good,D,SI1,62.2,58.0,1750,5.4,5.44,3.37,2916.67,0,3791.6710000000003
0.51,Ideal,G,VVS2,62.0,57.0,1750,5.1,5.13,3.17,3431.37,0,4460.781
0.51,Very Good,G,VVS2,62.9,57.0,1750,5.06,5.12,3.2,3431.37,0,4460.781
0.51,Ideal,G,VVS2,61.6,56.0,1750,5.12,5.14,3.16,3431.37,0,4460.781
0.51,Good,G,VVS2,63.5,56.0,1750,5.07,5.11,3.23,3431.37,0,4460.781
0.54,Very Good,G,VVS2,61.8,57.0,1751,5.22,5.26,3.24,3242.59,0,4215.367
0.51,Very Good,F,VS1,62.5,54.0,1751,5.13,5.15,3.21,3433.33,0,4463.329
0.51,Ideal,F,VS1,61.8,55.0,1751,5.13,5.16,3.18,3433.33,0,4463.329
0.57,Ideal,F,SI1,62.2,56.0,1751,5.33,5.31,3.31,3071.93,0,3993.509
0.64,Premium,D,SI2,62.8,54.0,1751,5.52,5.5,3.46,2735.94,0,3556.722
0.55,Ideal,G,VS2,61.6,55.0,1752,5.31,5.25,3.25,3185.45,0,4141.085
0.51,Very Good,G,VS1,62.4,60.0,1752,5.05,5.08,3.16,3435.29,0,4465.877
0.51,Ideal,D,VS1,60.9,57.0,1752,5.17,5.2,3.16,3435.29,0,4465.877
0.51,Ideal,D,VS1,61.7,54.0,1752,5.12,5.15,3.17,3435.29,0,4465.877
0.5,Good,E,VS2,63.8,54.0,1752,5.05,5.07,3.23,3504.0,1,4555.2
0.5,Very Good,D,VS2,62.8,56.0,1752,5.04,5.08,3.18,3504.0,1,4555.2
0.5,Premium,D,VS2,61.9,58.0,1752,5.04,5.1,3.14,3504.0,1,4555.2
0.5,Premium,D,VS2,61.1,58.0,1752,5.09,5.12,3.12,3504.0,1,4555.2
0.5,Premium,D,VS2,61.4,59.0,1752,5.11,5.15,3.15,3504.0,1,4555.2
0.61,Premium,H,VVS2,60.9,60.0,1752,5.47,5.5,3.34,2872.13,0,3733.7690000000002
0.61,Ideal,D,SI1,62.1,55.0,1752,5.42,5.43,3.37,2872.13,0,3733.7690000000002
0.5,Ideal,D,VS2,62.3,55.0,1752,5.07,5.11,3.17,3504.0,1,4555.2
0.5,Very Good,D,VS2,62.8,58.0,1752,5.05,5.08,3.18,3504.0,1,4555.2
0.5,Ideal,D,VS2,62.5,54.0,1752,5.05,5.09,3.17,3504.0,1,4555.2
0.5,Premium,D,VS2,61.2,60.0,1752,5.08,5.12,3.12,3504.0,1,4555.2
0.5,Very Good,D,VS2,62.9,61.0,1752,4.96,5.03,3.14,3504.0,1,4555.2
0.5,Very Good,D,VS2,62.8,58.0,1752,5.03,5.07,3.17,3504.0,1,4555.2
0.5,Premium,D,VS2,62.1,58.0,1752,5.03,5.08,3.14,3504.0,1,4555.2
0.5,Ideal,D,VS2,62.6,56.0,1752,5.05,5.08,3.17,3504.0,1,4555.2
0.58,Ideal,E,VS2,62.0,57.0,1752,5.33,5.35,3.31,3020.69,0,3926.8970000000004
0.52,Ideal,D,VS2,61.8,57.0,1752,5.16,5.2,3.2,3369.23,0,4379.999
0.55,Ideal,E,SI1,62.4,58.0,1752,5.28,5.23,3.27,3185.45,0,4141.085
0.56,Ideal,D,VS2,62.7,57.0,1753,5.25,5.28,3.3,3130.36,0,4069.4680000000003
0.53,Ideal,F,VS2,61.1,56.0,1753,5.26,5.22,3.2,3307.55,0,4299.8150000000005
0.53,Premium,F,VS2,60.6,55.0,1753,5.26,5.23,3.18,3307.55,0,4299.8150000000005
0.53,Premium,F,VS2,61.9,58.0,1753,5.2,5.17,3.21,3307.55,0,4299.8150000000005
0.53,Premium,F,VS2,61.4,60.0,1753,5.21,5.18,3.19,3307.55,0,4299.8150000000005
0.53,Ideal,F,VS2,61.8,55.0,1753,5.23,5.19,3.22,3307.55,0,4299.8150000000005
0.53,Ideal,F,VS2,61.5,55.0,1753,5.27,5.2,3.22,3307.55,0,4299.8150000000005
0.53,Premium,D,SI1,61.4,57.0,1753,5.26,5.2,3.21,3307.55,0,4299.8150000000005
0.53,Ideal,D,SI1,62.0,55.0,1753,5.24,5.22,3.24,3307.55,0,4299.8150000000005
0.53,Premium,D,SI1,60.0,58.0,1753,5.29,5.24,3.16,3307.55,0,4299.8150000000005
0.53,Ideal,D,SI1,61.7,56.0,1753,5.23,5.15,3.2,3307.55,0,4299.8150000000005
0.53,Premium,D,SI1,61.0,58.0,1753,5.22,5.18,3.17,3307.55,0,4299.8150000000005
0.53,Ideal,D,SI1,62.2,56.0,1753,5.23,5.19,3.24,3307.55,0,4299.8150000000005
0.53,Premium,D,SI1,61.6,59.0,1753,5.2,5.16,3.19,3307.55,0,4299.8150000000005
0.57,Very Good,F,VS2,59.5,57.0,1754,5.39,5.43,3.22,3077.19,0,4000.347
0.57,Ideal,D,SI1,61.0,57.0,1754,5.31,5.34,3.25,3077.19,0,4000.347
0.52,Ideal,H,VVS1,61.7,55.0,1754,5.17,5.2,3.2,3373.08,0,4385.004
0.54,Very Good,G,VS1,61.6,56.0,1754,5.23,5.26,3.23,3248.15,0,4222.595
0.57,Very Good,D,SI1,61.1,56.0,1754,5.33,5.38,3.27,3077.19,0,4000.347
0.54,Ideal,E,VS2,60.8,57.0,1754,5.24,5.29,3.2,3248.15,0,4222.595
0.54,Premium,G,VS1,61.1,59.0,1754,5.22,5.26,3.2,3248.15,0,4222.595
0.54,Ideal,G,VS1,61.3,57.0,1754,5.25,5.28,3.23,3248.15,0,4222.595
0.57,Ideal,F,VS2,61.7,57.0,1754,5.33,5.36,3.3,3077.19,0,4000.347
0.54,Ideal,G,VS1,62.3,55.0,1754,5.2,5.24,3.25,3248.15,0,4222.595
0.54,Ideal,E,VS2,61.4,57.0,1754,5.21,5.25,3.21,3248.15,0,4222.595
0.54,Ideal,G,VS1,62.0,56.0,1754,5.21,5.24,3.24,3248.15,0,4222.595
0.57,Ideal,D,SI1,62.4,56.0,1754,5.29,5.32,3.31,3077.19,0,4000.347
0.54,Ideal,E,VS2,61.0,56.0,1754,5.25,5.28,3.21,3248.15,0,4222.595
0.54,Ideal,E,VS2,61.9,55.0,1754,5.2,5.24,3.23,3248.15,0,4222.595
0.54,Premium,E,VS2,59.2,58.0,1754,5.32,5.35,3.16,3248.15,0,4222.595
0.54,Ideal,E,VS2,62.2,55.0,1754,5.21,5.24,3.25,3248.15,0,4222.595
0.54,Ideal,E,VS2,60.5,56.0,1754,5.26,5.28,3.19,3248.15,0,4222.595
0.54,Ideal,E,VS2,61.7,55.0,1754,5.24,5.27,3.24,3248.15,0,4222.595
0.54,Ideal,E,VS2,61.9,57.0,1754,5.2,5.23,3.23,3248.15,0,4222.595
0.54,Ideal,G,VS1,61.8,54.0,1754,5.22,5.24,3.23,3248.15,0,4222.595
0.57,Premium,F,VS2,60.3,58.0,1754,5.4,5.44,3.27,3077.19,0,4000.347
0.43,Ideal,D,VVS1,61.9,54.0,1754,4.83,4.87,3.0,4079.07,1,5302.791
0.4,Ideal,D,VVS1,61.8,55.0,1754,4.72,4.76,2.93,4385.0,1,5700.5
0.53,Ideal,G,VS1,61.2,55.0,1754,5.23,5.26,3.21,3309.43,0,4302.259
